id_isqueiro_usuario,id_local,data_uso,contexto_uso,duracao_uso,condicao_uso,ambiente,id_utilizacao
449,14,2025-09-12 18:24:29.059523,Incenso,3,Chuva,Com amigos,1757
32,1,2025-09-12 18:24:31.886811,Incenso,9,Chuva,Sozinho,1758
100,18,2025-09-12 18:26:15.584756,Incenso,6,Normal,Sozinho,1759
24,11,2025-09-12 18:26:31.103922,Churrasco,11,Chuva,Em família,1760
461,8,2025-09-12 18:28:08.878424,Social,3,Vento,Sozinho,1761
83,14,2025-09-12 18:24:33.192882,Churrasco,8,Frio,Com amigos,1762
32,2,2025-09-12 18:28:09.389250,Incenso,20,Sol,Sozinho,1763
235,14,2025-09-12 18:25:07.145702,Cigarro,10,Chuva,Em família,1764
456,7,2025-09-12 18:26:41.742310,Churrasco,19,Frio,Em família,1765
345,7,2025-09-12 18:29:27.535126,Tabaco,18,Sol,No trabalho,1766
43,17,2025-09-12 18:26:59.652991,Incenso,6,Frio,No trabalho,1767
385,13,2025-09-12 18:25:40.027343,Tabaco,17,Normal,Sozinho,1768
283,10,2025-09-12 18:26:18.722179,Cigarro,6,Normal,No trabalho,1769
98,5,2025-09-12 18:25:31.839878,Social,8,Chuva,No trabalho,1770
368,20,2025-09-12 18:27:56.062162,Tabaco,20,Frio,Com amigos,1771
115,12,2025-09-12 18:26:30.038314,Churrasco,17,Frio,Com amigos,1772
33,17,2025-09-12 18:26:57.288164,Incenso,3,Sol,No trabalho,1773
247,16,2025-09-12 18:24:25.084344,Incenso,4,Sol,Com amigos,1774
371,12,2025-09-12 18:28:37.845184,Churrasco,8,Normal,Com amigos,1775
479,18,2025-09-12 18:25:23.481941,Social,11,Chuva,Com amigos,1776
319,5,2025-09-12 18:27:56.649370,Incenso,17,Sol,Sozinho,1777
471,17,2025-09-12 18:29:25.938490,Social,14,Frio,Sozinho,1778
437,18,2025-09-12 18:28:29.419705,Social,20,Vento,Sozinho,1779
255,6,2025-09-12 18:29:05.853688,Piquenique,3,Chuva,Com amigos,1780
193,12,2025-09-12 18:26:58.977199,Social,15,Frio,Sozinho,1781
88,20,2025-09-12 18:24:44.704570,Churrasco,6,Chuva,Sozinho,1782
105,10,2025-09-12 18:28:59.061176,Social,8,Vento,Sozinho,1783
309,9,2025-09-12 18:29:16.740661,Social,3,Sol,Com amigos,1784
454,5,2025-09-12 18:25:33.843935,Social,3,Sol,Sozinho,1785
244,5,2025-09-12 18:28:31.508502,Piquenique,16,Sol,Sozinho,1786
156,3,2025-09-12 18:26:41.211612,Piquenique,15,Sol,Sozinho,1787
2,18,2025-09-12 18:28:59.953932,Piquenique,17,Vento,Com amigos,1788
255,9,2025-09-12 18:25:45.524426,Social,12,Sol,Sozinho,1789
489,17,2025-09-12 18:28:51.701905,Tabaco,19,Vento,Sozinho,1790
237,8,2025-09-12 18:27:31.918747,Tabaco,17,Frio,No trabalho,1791
176,7,2025-09-12 18:28:43.852128,Incenso,20,Frio,Sozinho,1792
195,10,2025-09-12 18:24:27.496655,Piquenique,20,Normal,Sozinho,1793
162,1,2025-09-12 18:25:53.423805,Piquenique,8,Frio,Em família,1794
449,1,2025-09-12 18:25:14.642754,Incenso,8,Normal,Em família,1795
17,6,2025-09-12 18:25:39.045567,Incenso,17,Normal,Sozinho,1796
149,18,2025-09-12 18:25:41.744388,Social,4,Normal,Em família,1797
92,9,2025-09-12 18:24:49.930776,Social,11,Vento,Sozinho,1798
395,8,2025-09-12 18:26:08.718686,Tabaco,20,Frio,Sozinho,1799
448,2,2025-09-12 18:28:57.211876,Incenso,12,Frio,Sozinho,1800
317,20,2025-09-12 18:25:18.289525,Piquenique,11,Normal,Sozinho,1801
213,8,2025-09-12 18:23:29.314593,Tabaco,17,Vento,No trabalho,1802
25,1,2025-09-12 18:25:56.298172,Tabaco,14,Sol,Com amigos,1803
207,4,2025-09-12 18:27:53.385126,Social,14,Chuva,Sozinho,1804
496,12,2025-09-12 18:28:17.923212,Incenso,6,Frio,Sozinho,1805
290,7,2025-09-12 18:28:08.143712,Churrasco,20,Vento,Sozinho,1806
292,2,2025-09-12 18:26:04.605608,Social,18,Normal,Com amigos,1807
272,16,2025-09-12 18:25:10.601080,Tabaco,4,Normal,Sozinho,1808
385,7,2025-09-12 18:23:39.346812,Incenso,6,Normal,Sozinho,1809
471,10,2025-09-12 18:29:10.733690,Incenso,11,Chuva,Com amigos,1810
481,2,2025-09-12 18:26:15.829893,Incenso,11,Vento,No trabalho,1811
287,13,2025-09-12 18:25:18.275565,Churrasco,14,Chuva,Sozinho,1812
20,13,2025-09-12 18:26:34.756321,Tabaco,7,Normal,Sozinho,1813
177,20,2025-09-12 18:25:36.537269,Social,18,Chuva,Sozinho,1814
218,6,2025-09-12 18:25:35.812456,Tabaco,8,Normal,Com amigos,1815
170,8,2025-09-12 18:29:03.653757,Tabaco,12,Sol,Com amigos,1816
133,16,2025-09-12 18:27:04.944299,Incenso,15,Vento,Sozinho,1817
351,11,2025-09-12 18:26:57.755840,Incenso,10,Frio,Sozinho,1818
88,4,2025-09-12 18:28:15.153284,Churrasco,10,Frio,Sozinho,1819
4,16,2025-09-12 18:25:48.769033,Churrasco,7,Vento,Sozinho,1820
179,7,2025-09-12 18:28:10.632105,Tabaco,4,Normal,Com amigos,1821
202,5,2025-09-12 18:27:46.126592,Social,5,Normal,No trabalho,1822
399,16,2025-09-12 18:23:36.939486,Tabaco,7,Sol,Sozinho,1823
218,9,2025-09-12 18:29:25.066898,Social,20,Chuva,Com amigos,1824
285,11,2025-09-12 18:25:15.884657,Piquenique,13,Frio,Sozinho,1825
93,19,2025-09-12 18:28:33.214737,Social,8,Vento,Sozinho,1826
440,11,2025-09-12 18:24:50.150880,Tabaco,6,Frio,Sozinho,1827
189,20,2025-09-12 18:25:14.862524,Tabaco,5,Normal,Sozinho,1828
27,17,2025-09-12 18:27:12.951711,Churrasco,4,Vento,Sozinho,1829
48,9,2025-09-12 18:24:41.339751,Incenso,12,Vento,Sozinho,1830
392,12,2025-09-12 18:25:17.485219,Social,14,Chuva,Sozinho,1831
448,17,2025-09-12 18:26:21.427451,Piquenique,12,Normal,Em família,1832
433,15,2025-09-12 18:29:13.017756,Tabaco,12,Frio,Sozinho,1833
134,10,2025-09-12 18:25:06.828495,Churrasco,9,Normal,Sozinho,1834
251,17,2025-09-12 18:25:42.732151,Social,10,Chuva,Sozinho,1835
112,14,2025-09-12 18:27:25.247490,Tabaco,5,Chuva,Sozinho,1836
330,17,2025-09-12 18:24:19.790514,Cigarro,8,Sol,No trabalho,1837
263,16,2025-09-12 18:23:56.710835,Social,8,Frio,Sozinho,1838
407,6,2025-09-12 18:27:41.038724,Incenso,18,Chuva,Sozinho,1839
424,18,2025-09-12 18:26:46.951599,Incenso,13,Normal,Sozinho,1840
63,15,2025-09-12 18:26:35.127372,Social,16,Vento,Em família,1841
109,11,2025-09-12 18:29:25.071733,Piquenique,18,Frio,Sozinho,1842
263,19,2025-09-12 18:28:26.084127,Churrasco,14,Sol,Com amigos,1843
97,10,2025-09-12 18:26:47.274053,Tabaco,15,Sol,Sozinho,1844
246,15,2025-09-12 18:29:03.254813,Piquenique,8,Frio,Em família,1845
302,3,2025-09-12 18:29:02.701962,Cigarro,10,Chuva,Em família,1846
70,19,2025-09-12 18:25:55.420829,Social,11,Sol,Com amigos,1847
221,9,2025-09-12 18:27:29.823029,Cigarro,13,Normal,Com amigos,1848
295,19,2025-09-12 18:26:36.707195,Piquenique,4,Normal,Sozinho,1849
305,18,2025-09-12 18:29:20.053958,Incenso,10,Frio,Sozinho,1850
464,8,2025-09-12 18:28:49.227918,Churrasco,13,Chuva,Sozinho,1851
44,18,2025-09-12 18:29:02.826791,Social,19,Vento,No trabalho,1852
88,10,2025-09-12 18:28:23.654484,Incenso,19,Frio,Sozinho,1853
385,20,2025-09-12 18:28:35.671432,Piquenique,14,Sol,Sozinho,1854
467,12,2025-09-12 18:28:52.669446,Churrasco,18,Vento,Com amigos,1855
293,12,2025-09-12 18:28:25.767279,Piquenique,7,Frio,Com amigos,1856
432,19,2025-09-12 18:27:43.836290,Tabaco,7,Normal,Sozinho,1857
299,15,2025-09-12 18:28:37.281986,Piquenique,5,Chuva,Sozinho,1858
277,7,2025-09-12 18:26:18.877567,Social,17,Normal,Sozinho,1859
475,11,2025-09-12 18:28:18.317266,Piquenique,19,Vento,No trabalho,1860
135,11,2025-09-12 18:25:33.967813,Churrasco,11,Chuva,Sozinho,1861
390,6,2025-09-12 18:25:37.612371,Social,15,Frio,Sozinho,1862
94,7,2025-09-12 18:28:23.630147,Social,9,Frio,Sozinho,1863
386,14,2025-09-12 18:27:10.345433,Churrasco,6,Normal,Sozinho,1864
313,16,2025-09-12 18:24:39.782230,Churrasco,5,Vento,No trabalho,1865
173,19,2025-09-12 18:28:48.694520,Tabaco,3,Frio,Com amigos,1866
444,19,2025-09-12 18:28:34.558782,Social,8,Normal,Sozinho,1867
296,2,2025-09-12 18:24:53.438015,Incenso,7,Frio,Em família,1868
474,14,2025-09-12 18:23:58.275442,Social,10,Vento,Sozinho,1869
425,11,2025-09-12 18:23:34.473891,Piquenique,20,Normal,Com amigos,1870
238,1,2025-09-12 18:29:18.073124,Piquenique,13,Chuva,Sozinho,1871
203,1,2025-09-12 18:26:13.039810,Piquenique,6,Normal,Sozinho,1872
404,19,2025-09-12 18:28:49.432089,Tabaco,10,Frio,Sozinho,1873
294,16,2025-09-12 18:24:18.264605,Incenso,13,Vento,Sozinho,1874
371,14,2025-09-12 18:25:14.722919,Tabaco,4,Frio,Sozinho,1875
274,4,2025-09-12 18:26:28.696888,Churrasco,6,Normal,Sozinho,1876
32,5,2025-09-12 18:24:31.277381,Tabaco,17,Chuva,Sozinho,1877
464,11,2025-09-12 18:24:23.955919,Cigarro,19,Sol,Sozinho,1878
388,13,2025-09-12 18:25:03.252120,Tabaco,17,Normal,Sozinho,1879
179,17,2025-09-12 18:26:13.749058,Piquenique,15,Frio,Sozinho,1880
181,8,2025-09-12 18:28:51.367009,Piquenique,4,Normal,Com amigos,1881
279,11,2025-09-12 18:27:23.827479,Cigarro,16,Normal,Sozinho,1882
490,10,2025-09-12 18:28:22.703254,Incenso,10,Normal,Com amigos,1883
441,13,2025-09-12 18:28:39.718460,Churrasco,10,Frio,Sozinho,1884
96,12,2025-09-12 18:24:50.514977,Incenso,6,Normal,Sozinho,1885
127,13,2025-09-12 18:26:07.302963,Cigarro,4,Chuva,Em família,1886
467,8,2025-09-12 18:24:08.163751,Incenso,8,Sol,Sozinho,1887
82,18,2025-09-12 18:27:05.280077,Social,15,Sol,Sozinho,1888
469,8,2025-09-12 18:23:47.543698,Tabaco,19,Normal,Sozinho,1889
131,9,2025-09-12 18:28:10.801979,Tabaco,16,Normal,Sozinho,1890
54,20,2025-09-12 18:26:13.152871,Cigarro,17,Vento,Com amigos,1891
105,11,2025-09-12 18:28:50.920193,Social,12,Sol,Em família,1892
22,12,2025-09-12 18:28:00.951921,Cigarro,4,Chuva,Com amigos,1893
280,1,2025-09-12 18:28:43.960026,Tabaco,9,Normal,Sozinho,1894
250,14,2025-09-12 18:24:49.533062,Tabaco,7,Frio,Em família,1895
135,9,2025-09-12 18:23:46.754427,Social,17,Normal,Sozinho,1896
297,8,2025-09-12 18:29:11.100566,Social,9,Normal,Sozinho,1897
295,2,2025-09-12 18:25:48.778166,Incenso,15,Vento,Com amigos,1898
441,20,2025-09-12 18:25:06.878801,Social,3,Frio,Sozinho,1899
259,18,2025-09-12 18:24:52.393870,Piquenique,11,Frio,Sozinho,1900
392,9,2025-09-12 18:25:14.075126,Churrasco,14,Normal,Em família,1901
122,11,2025-09-12 18:26:18.242659,Social,17,Chuva,Em família,1902
64,15,2025-09-12 18:28:23.368446,Tabaco,9,Normal,Com amigos,1903
218,18,2025-09-12 18:25:46.052442,Cigarro,6,Normal,Com amigos,1904
430,9,2025-09-12 18:26:09.200560,Piquenique,4,Chuva,Sozinho,1905
107,19,2025-09-12 18:25:04.362265,Social,19,Normal,Sozinho,1906
106,18,2025-09-12 18:24:18.984702,Incenso,14,Frio,Sozinho,1907
120,7,2025-09-12 18:24:05.686342,Incenso,18,Sol,Sozinho,1908
129,4,2025-09-12 18:25:13.382121,Tabaco,3,Frio,Sozinho,1909
468,4,2025-09-12 18:27:33.239116,Cigarro,14,Chuva,Sozinho,1910
327,14,2025-09-12 18:24:10.488110,Cigarro,8,Frio,Sozinho,1911
69,12,2025-09-12 18:28:08.803957,Tabaco,8,Normal,No trabalho,1912
35,6,2025-09-12 18:28:17.436614,Churrasco,10,Normal,Com amigos,1913
371,12,2025-09-12 18:28:55.153916,Incenso,7,Normal,Sozinho,1914
144,3,2025-09-12 18:27:15.850741,Tabaco,18,Frio,Em família,1915
140,4,2025-09-12 18:24:28.869669,Social,8,Vento,Sozinho,1916
400,8,2025-09-12 18:28:28.227361,Churrasco,5,Normal,Com amigos,1917
366,20,2025-09-12 18:26:34.321946,Incenso,7,Chuva,Com amigos,1918
279,15,2025-09-12 18:25:03.992921,Tabaco,20,Sol,Sozinho,1919
200,9,2025-09-12 18:26:29.132246,Churrasco,16,Chuva,Sozinho,1920
192,3,2025-09-12 18:25:05.298995,Cigarro,12,Chuva,Sozinho,1921
8,9,2025-09-12 18:28:19.392807,Churrasco,9,Chuva,Sozinho,1922
56,18,2025-09-12 18:27:22.106567,Churrasco,4,Normal,Sozinho,1923
196,17,2025-09-12 18:29:27.168892,Incenso,15,Chuva,Sozinho,1924
7,5,2025-09-12 18:27:43.458290,Social,17,Chuva,Sozinho,1925
477,5,2025-09-12 18:25:03.799431,Piquenique,4,Frio,Sozinho,1926
406,8,2025-09-12 18:26:18.553194,Incenso,16,Chuva,Sozinho,1927
185,7,2025-09-12 18:27:13.420192,Incenso,20,Frio,Sozinho,1928
174,15,2025-09-12 18:25:46.262109,Incenso,13,Normal,Sozinho,1929
254,8,2025-09-12 18:28:56.285791,Tabaco,3,Normal,Com amigos,1930
111,20,2025-09-12 18:27:31.298815,Incenso,9,Normal,Com amigos,1931
88,6,2025-09-12 18:29:23.748755,Tabaco,9,Frio,Em família,1932
290,2,2025-09-12 18:26:20.494267,Piquenique,18,Normal,Com amigos,1933
254,5,2025-09-12 18:26:54.466909,Tabaco,3,Vento,Sozinho,1934
473,9,2025-09-12 18:25:37.024537,Piquenique,6,Sol,Sozinho,1935
86,18,2025-09-12 18:28:52.428436,Churrasco,5,Sol,Em família,1936
233,9,2025-09-12 18:27:00.913402,Incenso,16,Normal,No trabalho,1937
75,8,2025-09-12 18:25:42.757316,Piquenique,12,Chuva,Sozinho,1938
74,3,2025-09-12 18:24:38.186350,Social,3,Chuva,Sozinho,1939
110,19,2025-09-12 18:26:50.084826,Tabaco,5,Chuva,No trabalho,1940
468,1,2025-09-12 18:26:03.544373,Social,12,Sol,Com amigos,1941
243,6,2025-09-12 18:26:42.599330,Incenso,3,Chuva,Com amigos,1942
216,12,2025-09-12 18:26:54.335563,Incenso,10,Chuva,Sozinho,1943
41,15,2025-09-12 18:28:58.020314,Social,12,Frio,Sozinho,1944
497,5,2025-09-12 18:26:56.888886,Tabaco,14,Vento,Sozinho,1945
180,4,2025-09-12 18:28:29.059590,Incenso,7,Normal,Sozinho,1946
342,4,2025-09-12 18:27:29.308542,Incenso,20,Frio,No trabalho,1947
47,6,2025-09-12 18:29:19.732073,Churrasco,20,Sol,No trabalho,1948
360,10,2025-09-12 18:23:36.150377,Piquenique,20,Sol,Sozinho,1949
285,14,2025-09-12 18:29:23.555875,Piquenique,19,Sol,Sozinho,1950
238,13,2025-09-12 18:23:48.003331,Cigarro,3,Frio,Sozinho,1951
160,15,2025-09-12 18:24:33.186942,Tabaco,19,Chuva,Sozinho,1952
337,18,2025-09-12 18:24:49.290575,Cigarro,6,Frio,Sozinho,1953
150,20,2025-09-12 18:28:12.322630,Churrasco,7,Normal,Sozinho,1954
23,2,2025-09-12 18:23:57.500680,Incenso,19,Chuva,Sozinho,1955
493,5,2025-09-12 18:24:11.772923,Churrasco,13,Chuva,Sozinho,1956
138,17,2025-09-12 18:26:44.508468,Incenso,17,Normal,Sozinho,1957
61,8,2025-09-12 18:28:48.430935,Social,19,Sol,Sozinho,1958
222,6,2025-09-12 18:24:55.805943,Tabaco,3,Chuva,Sozinho,1959
86,7,2025-09-12 18:23:48.885230,Piquenique,18,Chuva,Em família,1960
184,11,2025-09-12 18:28:41.838989,Tabaco,9,Chuva,Sozinho,1961
11,1,2025-09-12 18:25:02.621537,Social,15,Chuva,Com amigos,1962
381,13,2025-09-12 18:27:58.550102,Incenso,6,Frio,Sozinho,1963
265,17,2025-09-12 18:25:04.310220,Social,5,Normal,Sozinho,1964
208,1,2025-09-12 18:28:38.464912,Tabaco,5,Sol,Sozinho,1965
380,5,2025-09-12 18:28:08.774219,Churrasco,7,Sol,Sozinho,1966
234,19,2025-09-12 18:28:36.058542,Social,17,Frio,Sozinho,1967
5,18,2025-09-12 18:24:24.540423,Piquenique,13,Vento,Sozinho,1968
432,3,2025-09-12 18:25:57.169464,Cigarro,20,Sol,Sozinho,1969
133,13,2025-09-12 18:29:04.813175,Tabaco,4,Normal,No trabalho,1970
418,19,2025-09-12 18:25:20.375983,Social,10,Chuva,Sozinho,1971
456,4,2025-09-12 18:27:53.906097,Piquenique,10,Sol,Sozinho,1972
50,17,2025-09-12 18:25:35.092344,Churrasco,13,Normal,Com amigos,1973
285,12,2025-09-12 18:26:38.995480,Social,13,Frio,Sozinho,1974
294,10,2025-09-12 18:28:03.203424,Tabaco,3,Chuva,Com amigos,1975
413,1,2025-09-12 18:25:03.486525,Tabaco,9,Vento,Com amigos,1976
143,14,2025-09-12 18:26:10.382618,Incenso,17,Vento,Sozinho,1977
295,20,2025-09-12 18:25:52.155124,Social,12,Frio,Em família,1978
140,13,2025-09-12 18:28:33.511941,Incenso,7,Normal,Sozinho,1979
282,5,2025-09-12 18:28:34.543622,Tabaco,3,Chuva,Com amigos,1980
277,3,2025-09-12 18:25:03.701661,Social,7,Chuva,Com amigos,1981
263,15,2025-09-12 18:24:46.690046,Social,12,Normal,Sozinho,1982
457,13,2025-09-12 18:29:12.073570,Tabaco,19,Vento,Sozinho,1983
36,16,2025-09-12 18:27:15.692229,Tabaco,13,Chuva,Sozinho,1984
405,12,2025-09-12 18:24:25.561378,Social,9,Sol,Sozinho,1985
487,8,2025-09-12 18:24:44.406859,Incenso,17,Normal,Sozinho,1986
45,6,2025-09-12 18:27:04.023677,Social,20,Chuva,Sozinho,1987
170,4,2025-09-12 18:28:19.307697,Social,16,Normal,Com amigos,1988
403,11,2025-09-12 18:24:02.250144,Incenso,3,Vento,Com amigos,1989
457,13,2025-09-12 18:25:43.381952,Tabaco,4,Normal,Sozinho,1990
89,8,2025-09-12 18:25:43.303711,Tabaco,16,Sol,Sozinho,1991
44,5,2025-09-12 18:26:39.800217,Social,19,Chuva,Sozinho,1992
16,3,2025-09-12 18:25:17.071531,Piquenique,8,Chuva,No trabalho,1993
66,19,2025-09-12 18:23:57.954566,Piquenique,16,Normal,Sozinho,1994
65,1,2025-09-12 18:23:59.514543,Social,11,Frio,Com amigos,1995
6,16,2025-09-12 18:24:36.550628,Piquenique,16,Vento,Sozinho,1996
418,9,2025-09-12 18:28:51.872728,Incenso,4,Vento,Com amigos,1997
458,5,2025-09-12 18:26:43.624952,Cigarro,16,Chuva,Em família,1998
154,13,2025-09-12 18:25:02.352235,Churrasco,3,Normal,Com amigos,1999
171,8,2025-09-12 18:29:24.842186,Tabaco,18,Chuva,No trabalho,2000
159,16,2025-09-12 18:25:32.977263,Churrasco,11,Chuva,Sozinho,2001
493,14,2025-09-12 18:23:34.795346,Tabaco,16,Frio,Sozinho,2002
482,11,2025-09-12 18:26:42.488760,Piquenique,7,Sol,Com amigos,2003
94,13,2025-09-12 18:24:30.299259,Incenso,3,Frio,Sozinho,2004
215,13,2025-09-12 18:25:37.431199,Cigarro,15,Chuva,Em família,2005
142,3,2025-09-12 18:27:42.816339,Cigarro,17,Sol,Em família,2006
227,17,2025-09-12 18:27:39.816918,Churrasco,11,Frio,Sozinho,2007
240,3,2025-09-12 18:27:14.494223,Social,4,Chuva,Sozinho,2008
19,14,2025-09-12 18:28:28.465478,Cigarro,6,Frio,Sozinho,2009
290,16,2025-09-12 18:26:31.416785,Cigarro,7,Chuva,Sozinho,2010
443,9,2025-09-12 18:29:13.965375,Churrasco,12,Normal,Sozinho,2011
215,13,2025-09-12 18:25:31.821604,Social,6,Chuva,Sozinho,2012
405,14,2025-09-12 18:27:53.226986,Churrasco,14,Chuva,Sozinho,2013
295,6,2025-09-12 18:25:16.970043,Tabaco,15,Vento,Em família,2014
330,3,2025-09-12 18:29:07.225808,Piquenique,6,Frio,Sozinho,2015
101,18,2025-09-12 18:24:14.117492,Social,19,Chuva,Sozinho,2016
2,14,2025-09-12 18:28:28.221839,Tabaco,10,Vento,Com amigos,2017
404,10,2025-09-12 18:28:11.797757,Social,19,Chuva,Com amigos,2018
271,17,2025-09-12 18:27:37.676307,Tabaco,16,Frio,Sozinho,2019
208,13,2025-09-12 18:24:18.620150,Tabaco,3,Vento,Em família,2020
419,4,2025-09-12 18:28:29.605848,Cigarro,8,Normal,Sozinho,2021
450,12,2025-09-12 18:24:13.950164,Incenso,11,Normal,Em família,2022
96,8,2025-09-12 18:27:13.200247,Churrasco,6,Sol,Sozinho,2023
313,17,2025-09-12 18:24:41.305216,Incenso,10,Sol,Sozinho,2024
366,17,2025-09-12 18:28:33.791045,Incenso,4,Chuva,Sozinho,2025
358,7,2025-09-12 18:24:37.958498,Tabaco,17,Frio,Em família,2026
319,20,2025-09-12 18:28:53.499566,Cigarro,4,Normal,Sozinho,2027
142,2,2025-09-12 18:24:37.028315,Cigarro,9,Vento,No trabalho,2028
244,4,2025-09-12 18:29:23.860105,Tabaco,18,Normal,Sozinho,2029
239,18,2025-09-12 18:27:18.697693,Incenso,6,Sol,Em família,2030
80,12,2025-09-12 18:27:43.739471,Social,4,Frio,Sozinho,2031
298,10,2025-09-12 18:27:01.334302,Churrasco,17,Frio,Sozinho,2032
187,1,2025-09-12 18:29:18.812410,Social,5,Chuva,No trabalho,2033
175,8,2025-09-12 18:24:11.404126,Incenso,8,Normal,Sozinho,2034
473,6,2025-09-12 18:29:08.123121,Social,17,Frio,Com amigos,2035
242,5,2025-09-12 18:28:34.140132,Piquenique,4,Chuva,Sozinho,2036
485,14,2025-09-12 18:24:50.119759,Tabaco,3,Frio,Com amigos,2037
57,20,2025-09-12 18:29:17.296144,Incenso,7,Chuva,Em família,2038
347,20,2025-09-12 18:24:55.638294,Churrasco,15,Vento,Sozinho,2039
397,4,2025-09-12 18:27:03.076866,Social,18,Vento,Em família,2040
21,15,2025-09-12 18:25:29.659306,Churrasco,20,Normal,Em família,2041
4,6,2025-09-12 18:28:08.826346,Piquenique,20,Normal,Com amigos,2042
367,18,2025-09-12 18:24:48.518651,Incenso,14,Sol,Em família,2043
257,2,2025-09-12 18:27:31.334818,Tabaco,11,Vento,Sozinho,2044
394,5,2025-09-12 18:25:27.978271,Tabaco,15,Chuva,Sozinho,2045
423,4,2025-09-12 18:26:44.647606,Incenso,4,Sol,Com amigos,2046
391,13,2025-09-12 18:25:54.031116,Social,17,Vento,Sozinho,2047
242,1,2025-09-12 18:26:08.447998,Incenso,17,Vento,Sozinho,2048
318,4,2025-09-12 18:27:08.492270,Tabaco,14,Chuva,Sozinho,2049
29,4,2025-09-12 18:24:34.167833,Churrasco,12,Chuva,Sozinho,2050
3,16,2025-09-12 18:24:34.262270,Cigarro,9,Chuva,Sozinho,2051
482,17,2025-09-12 18:28:50.364337,Piquenique,8,Vento,Em família,2052
360,4,2025-09-12 18:26:02.579141,Social,10,Frio,Sozinho,2053
278,10,2025-09-12 18:27:08.657752,Social,10,Normal,Sozinho,2054
468,4,2025-09-12 18:24:13.597884,Piquenique,5,Normal,Sozinho,2055
118,2,2025-09-12 18:27:38.479001,Tabaco,14,Normal,Sozinho,2056
369,12,2025-09-12 18:25:03.317576,Piquenique,20,Sol,Com amigos,2057
207,8,2025-09-12 18:24:57.002816,Tabaco,13,Chuva,Sozinho,2058
47,3,2025-09-12 18:23:54.561946,Tabaco,3,Normal,Em família,2059
142,16,2025-09-12 18:29:24.690794,Incenso,7,Sol,Sozinho,2060
414,19,2025-09-12 18:24:29.833989,Piquenique,6,Vento,Sozinho,2061
283,11,2025-09-12 18:28:37.728831,Incenso,6,Chuva,Sozinho,2062
40,15,2025-09-12 18:29:06.417863,Cigarro,13,Normal,Sozinho,2063
304,12,2025-09-12 18:27:20.982450,Piquenique,18,Frio,Sozinho,2064
186,9,2025-09-12 18:27:06.206496,Tabaco,4,Frio,Sozinho,2065
117,13,2025-09-12 18:26:32.287090,Tabaco,12,Vento,Sozinho,2066
378,12,2025-09-12 18:24:22.100481,Piquenique,16,Sol,Sozinho,2067
19,12,2025-09-12 18:24:08.232404,Tabaco,6,Normal,Sozinho,2068
32,17,2025-09-12 18:23:44.295777,Incenso,14,Sol,Em família,2069
387,16,2025-09-12 18:26:15.221524,Social,10,Sol,Com amigos,2070
32,7,2025-09-12 18:27:10.619874,Tabaco,13,Vento,No trabalho,2071
272,1,2025-09-12 18:26:44.155924,Piquenique,17,Vento,Em família,2072
431,10,2025-09-12 18:28:43.886500,Social,13,Sol,Com amigos,2073
197,2,2025-09-12 18:25:07.990478,Tabaco,8,Vento,Sozinho,2074
385,13,2025-09-12 18:26:30.150788,Social,15,Chuva,Em família,2075
96,18,2025-09-12 18:24:52.760035,Social,12,Normal,Sozinho,2076
220,9,2025-09-12 18:25:27.431561,Tabaco,17,Sol,Com amigos,2077
74,16,2025-09-12 18:24:16.361957,Cigarro,9,Vento,Sozinho,2078
281,13,2025-09-12 18:28:04.686336,Incenso,7,Vento,Com amigos,2079
112,17,2025-09-12 18:26:49.890196,Incenso,19,Sol,Com amigos,2080
209,1,2025-09-12 18:28:58.947355,Piquenique,19,Frio,No trabalho,2081
303,8,2025-09-12 18:25:41.833658,Tabaco,13,Vento,Com amigos,2082
133,1,2025-09-12 18:24:07.994864,Incenso,3,Frio,No trabalho,2083
310,5,2025-09-12 18:25:44.521038,Incenso,16,Normal,No trabalho,2084
168,20,2025-09-12 18:24:30.368138,Churrasco,16,Vento,Com amigos,2085
161,7,2025-09-12 18:28:45.213107,Social,13,Sol,Sozinho,2086
378,16,2025-09-12 18:26:27.012529,Social,17,Sol,Com amigos,2087
177,9,2025-09-12 18:25:05.006858,Tabaco,5,Frio,Com amigos,2088
15,8,2025-09-12 18:28:57.225767,Churrasco,19,Vento,Sozinho,2089
93,16,2025-09-12 18:27:51.126363,Tabaco,15,Chuva,Sozinho,2090
106,6,2025-09-12 18:26:30.241448,Tabaco,8,Chuva,No trabalho,2091
76,16,2025-09-12 18:29:12.389614,Tabaco,5,Sol,Em família,2092
334,16,2025-09-12 18:28:54.434322,Incenso,6,Sol,Sozinho,2093
85,2,2025-09-12 18:27:51.795437,Piquenique,8,Frio,Em família,2094
191,4,2025-09-12 18:29:10.939306,Tabaco,20,Sol,Sozinho,2095
120,2,2025-09-12 18:27:54.488760,Incenso,6,Sol,No trabalho,2096
5,7,2025-09-12 18:25:56.382120,Social,8,Chuva,Sozinho,2097
93,14,2025-09-12 18:25:50.866690,Cigarro,20,Normal,Sozinho,2098
456,9,2025-09-12 18:24:22.311686,Tabaco,15,Vento,Sozinho,2099
40,2,2025-09-12 18:28:19.903286,Incenso,3,Normal,Sozinho,2100
453,1,2025-09-12 18:27:14.732197,Cigarro,5,Sol,No trabalho,2101
229,2,2025-09-12 18:28:58.536459,Churrasco,3,Normal,Sozinho,2102
102,7,2025-09-12 18:28:49.490426,Tabaco,17,Chuva,Sozinho,2103
