id_usuario,nome,genero,idade,faixa_idade,perfil_fumante,marca_isqueiro,cor_isqueiro,tipo_isqueiro,preco_compra,data_compra,data_uso,tempo_posse,contexto_uso,proposito_uso,num_ascendimentos,frequencia_uso,mes_ano,perdeu,dias_ate_perda,data_perda,local_perda,intensidade_uso,categoria_preco,categoria_idade,mes_compra,probabilidade_perda,predicao_perda,acerto_modelo
USER_0216,Usuario_216,M,40,36-50,Moderado,Ronson,Verde,Recarregavel,16.43,2024-09-27 22:48:55.783059,2024-11-12 22:48:55.783059,46,Bar,Charuto,85,1.85,2024-11,True,39,2024-11-05 22:48:55.783059,Mesa_bar,1.8478260869565217,Caro,Adulto,9,0.7454290858323954,True,True
USER_0217,Usuario_217,F,58,51+,Social,Bic,Dourado,Descartavel,2.74,2025-05-10 22:48:55.783059,2025-08-27 22:48:55.783059,109,Parque,Tabaco,160,1.47,2025-08,False,0,,N/A,1.4678899082568808,Barato,Maduro,5,0.38861488366357655,False,True
USER_0218,Usuario_218,M,39,36-50,Moderado,Clipper,Verde,Recarregavel,7.57,2025-04-20 22:48:55.783059,2025-05-02 22:48:55.783059,12,Rua,Tabaco,26,2.17,2025-05,True,8,2025-04-28 22:48:55.783059,Ponto_onibus,2.1666666666666665,Medio,Adulto,4,0.591844947449312,True,True
USER_0219,Usuario_219,F,18,18-25,Esporadico,Bic,Branco,Descartavel,3.33,2024-11-04 22:48:55.783059,2025-01-01 22:48:55.783059,58,Bar,Cigarro,47,0.81,2025-01,True,24,2024-11-28 22:48:55.783059,Restaurante,0.8103448275862069,Barato,Jovem,11,0.7770712775398924,True,True
USER_0220,Usuario_220,F,34,26-35,Pesado,Zippo,Azul,Recarregavel,50.97,2024-12-27 22:48:55.783059,2025-02-11 22:48:55.783059,46,Bar,Vela,156,3.39,2025-02,True,26,2025-01-22 22:48:55.783059,Restaurante,3.391304347826087,Caro,Adulto_Jovem,12,0.5676988324994074,True,True
USER_0221,Usuario_221,M,37,36-50,Social,Bic,Azul,Descartavel,3.04,2025-03-21 22:48:55.783059,2025-06-09 22:48:55.783059,80,Trabalho,Fogao,105,1.31,2025-06,True,6,2025-03-27 22:48:55.783059,Cafeteria,1.3125,Barato,Adulto,3,0.5705402425891826,True,True
USER_0222,Usuario_222,F,49,36-50,Moderado,Cricket,Preto,Descartavel,1.45,2025-07-26 22:48:55.783059,2025-08-11 22:48:55.783059,16,Social,Tabaco,39,2.44,2025-08,False,0,,N/A,2.4375,Barato,Adulto,7,0.50844343327286,True,False
USER_0223,Usuario_223,F,62,51+,Moderado,Bic,Branco,Descartavel,3.42,2025-02-20 22:48:55.783059,2025-06-02 22:48:55.783059,102,Casa,Tabaco,208,2.04,2025-06,False,0,,N/A,2.0392156862745097,Barato,Maduro,2,0.29844939533383485,False,True
USER_0224,Usuario_224,F,26,26-35,Moderado,Clipper,Vermelho,Recarregavel,8.59,2025-02-06 22:48:55.783059,2025-03-14 22:48:55.783059,36,Rua,Cigarro,57,1.58,2025-03,True,26,2025-03-04 22:48:55.783059,Na_rua,1.5833333333333333,Medio,Adulto_Jovem,2,0.5373333857086161,True,True
USER_0225,Usuario_225,F,62,51+,Moderado,Generico,Dourado,Descartavel,1.77,2025-08-03 22:48:55.783059,2025-09-25 22:48:55.783059,53,Bar,Cigarro,128,2.42,2025-09,True,46,2025-09-18 22:48:55.783059,Restaurante,2.4150943396226414,Barato,Maduro,8,0.4507862895740495,False,False
USER_0226,Usuario_226,F,22,18-25,Social,Bic,Dourado,Descartavel,2.27,2025-04-30 22:48:55.783059,2025-05-19 22:48:55.783059,19,Festa,Incenso,26,1.37,2025-05,False,0,,N/A,1.368421052631579,Barato,Jovem,4,0.5501941017420694,True,False
USER_0227,Usuario_227,F,35,26-35,Social,Bic,Prata,Descartavel,2.09,2024-09-22 22:48:55.783059,2024-12-28 22:48:55.783059,97,Trabalho,Cigarro,145,1.49,2024-12,False,0,,N/A,1.4948453608247423,Barato,Adulto_Jovem,9,0.37678424528186544,False,True
USER_0228,Usuario_228,F,28,26-35,Moderado,Clipper,Azul,Recarregavel,7.89,2025-05-26 22:48:55.783059,2025-07-17 22:48:55.783059,52,Trabalho,Cigarro,101,1.94,2025-07,False,0,,N/A,1.9423076923076923,Medio,Adulto_Jovem,5,0.31899259104631944,False,True
USER_0229,Usuario_229,F,36,36-50,Moderado,Bic,Preto,Descartavel,3.96,2025-06-03 22:48:55.783059,2025-09-23 22:48:55.783059,112,Parque,Cigarro,225,2.01,2025-09,False,0,,N/A,2.0089285714285716,Barato,Adulto,6,0.42635139801092,False,True
USER_0230,Usuario_230,F,53,51+,Moderado,Clipper,Prata,Recarregavel,9.06,2024-12-09 22:48:55.783059,2025-03-11 22:48:55.783059,92,Bar,Tabaco,195,2.12,2025-03,False,0,,N/A,2.119565217391304,Medio,Maduro,12,0.49067904295556697,False,True
USER_0231,Usuario_231,F,45,36-50,Moderado,Clipper,Dourado,Recarregavel,9.12,2025-08-04 22:48:55.783059,2025-10-02 22:48:55.783059,59,Rua,Cigarro,126,2.14,2025-10,False,0,,N/A,2.135593220338983,Medio,Adulto,8,0.513719120896387,True,False
USER_0232,Usuario_232,M,62,51+,Pesado,Bic,Dourado,Descartavel,3.98,2024-10-20 22:48:55.783059,2025-02-16 22:48:55.783059,119,Trabalho,Tabaco,357,3.0,2025-02,True,94,2025-01-22 22:48:55.783059,Cafeteria,3.0,Barato,Maduro,10,0.43473941202300453,False,False
USER_0233,Usuario_233,M,56,51+,Social,Zippo,Preto,Recarregavel,51.48,2025-03-16 22:48:55.783059,2025-07-14 22:48:55.783059,120,Social,Fogao,177,1.48,2025-07,False,0,,N/A,1.475,Caro,Maduro,3,0.599960788815091,True,False
USER_0234,Usuario_234,M,27,26-35,Esporadico,Cricket,Verde,Descartavel,1.07,2025-06-21 22:48:55.783059,2025-10-01 22:48:55.783059,102,Casa,Incenso,86,0.84,2025-10,False,0,,N/A,0.8431372549019608,Barato,Adulto_Jovem,6,0.5380486750385381,True,False
USER_0235,Usuario_235,M,52,51+,Moderado,Cricket,Verde,Descartavel,1.71,2025-07-16 22:48:55.783059,2025-09-29 22:48:55.783059,75,Parque,Tabaco,164,2.19,2025-09,False,0,,N/A,2.1866666666666665,Barato,Maduro,7,0.5210534075528366,True,False
USER_0236,Usuario_236,F,62,51+,Social,Bic,Branco,Descartavel,3.19,2024-11-01 22:48:55.783059,2024-12-03 22:48:55.783059,32,Casa,Fogao,51,1.59,2024-12,False,0,,N/A,1.59375,Barato,Maduro,11,0.47296773858001223,False,True
USER_0237,Usuario_237,M,41,36-50,Esporadico,Bic,Vermelho,Descartavel,3.39,2024-10-10 22:48:55.783059,2024-11-07 22:48:55.783059,28,Parque,Vela,25,0.89,2024-11,True,23,2024-11-02 22:48:55.783059,Parque,0.8928571428571429,Barato,Adulto,10,0.6978515358796188,True,True
USER_0238,Usuario_238,M,48,36-50,Pesado,Cricket,Azul,Descartavel,2.18,2025-03-23 22:48:55.783059,2025-05-20 22:48:55.783059,58,Rua,Cigarro,169,2.91,2025-05,True,20,2025-04-12 22:48:55.783059,Calcada,2.913793103448276,Barato,Adulto,3,0.7023933592349138,True,True
USER_0239,Usuario_239,F,39,36-50,Esporadico,Generico,Amarelo,Descartavel,1.96,2025-05-13 22:48:55.783059,2025-06-27 22:48:55.783059,45,Casa,Vela,43,0.96,2025-06,False,0,,N/A,0.9555555555555556,Barato,Adulto,5,0.3599138690145361,False,True
USER_0240,Usuario_240,M,31,26-35,Pesado,Bic,Prata,Descartavel,3.61,2024-10-25 22:48:55.783059,2024-11-14 22:48:55.783059,20,Trabalho,Tabaco,66,3.3,2024-11,True,10,2024-11-04 22:48:55.783059,Trabalho,3.3,Barato,Adulto_Jovem,10,0.46043469647855173,False,False
USER_0241,Usuario_241,F,51,51+,Esporadico,Clipper,Branco,Recarregavel,8.76,2025-04-18 22:48:55.783059,2025-05-09 22:48:55.783059,21,Trabalho,Fogao,18,0.86,2025-05,True,1,2025-04-19 22:48:55.783059,Cafeteria,0.8571428571428571,Medio,Maduro,4,0.5711583980067217,True,True
USER_0242,Usuario_242,M,53,51+,Nao_fumante,Zippo,Preto,Recarregavel,50.89,2024-12-21 22:48:55.783059,2025-07-05 22:48:55.783059,196,Trabalho,Incenso,58,0.3,2025-07,False,0,,N/A,0.29591836734693877,Caro,Maduro,12,0.2245421718172803,False,True
USER_0243,Usuario_243,M,51,51+,Esporadico,Bic,Verde,Descartavel,2.43,2025-07-21 22:48:55.783059,2025-07-28 22:48:55.783059,7,Rua,Vela,6,0.86,2025-07,False,0,,N/A,0.8571428571428571,Barato,Maduro,7,0.8136264839630366,True,False
USER_0244,Usuario_244,M,36,36-50,Esporadico,Bic,Amarelo,Descartavel,3.41,2025-06-13 22:48:55.783059,2025-07-21 22:48:55.783059,38,Trabalho,Fogao,29,0.76,2025-07,True,19,2025-07-02 22:48:55.783059,Escritorio,0.7631578947368421,Barato,Adulto,6,0.7114903669849907,True,True
USER_0245,Usuario_245,M,22,18-25,Esporadico,Ronson,Verde,Recarregavel,16.42,2025-02-10 22:48:55.783059,2025-05-30 22:48:55.783059,109,Casa,Vela,75,0.69,2025-05,True,22,2025-03-04 22:48:55.783059,Cozinha,0.6880733944954128,Caro,Jovem,2,0.745106653261716,True,True
USER_0246,Usuario_246,M,54,51+,Pesado,Bic,Prata,Descartavel,3.14,2025-06-15 22:48:55.783059,2025-09-10 22:48:55.783059,87,Casa,Cigarro,267,3.07,2025-09,True,53,2025-08-07 22:48:55.783059,Cozinha,3.0689655172413794,Barato,Maduro,6,0.4574878509792651,False,False
USER_0247,Usuario_247,M,44,36-50,Social,Ronson,Verde,Recarregavel,15.97,2024-11-24 22:48:55.783059,2025-04-20 22:48:55.783059,147,Casa,Vela,209,1.42,2025-04,False,0,,N/A,1.4217687074829932,Caro,Adulto,11,0.5690044313720609,True,False
USER_0248,Usuario_248,M,19,18-25,Moderado,Zippo,Azul,Recarregavel,50.78,2025-03-17 22:48:55.783059,2025-08-28 22:48:55.783059,164,Rua,Tabaco,335,2.04,2025-08,True,29,2025-04-15 22:48:55.783059,Praca,2.042682926829268,Caro,Jovem,3,0.5926869639719863,True,True
USER_0249,Usuario_249,F,27,26-35,Nao_fumante,Bic,Amarelo,Descartavel,3.04,2024-10-03 22:48:55.783059,2024-12-12 22:48:55.783059,70,Casa,Incenso,35,0.5,2024-12,False,0,,N/A,0.5,Barato,Adulto_Jovem,10,0.376803306494667,False,True
USER_0250,Usuario_250,M,44,36-50,Social,Bic,Branco,Descartavel,2.41,2025-07-04 22:48:55.783059,2025-09-26 22:48:55.783059,84,Trabalho,Cigarro,130,1.55,2025-09,True,29,2025-08-02 22:48:55.783059,Cafeteria,1.5476190476190477,Barato,Adulto,7,0.45610333292447225,False,False
USER_0251,Usuario_251,F,37,36-50,Moderado,Bic,Vermelho,Descartavel,2.92,2025-08-04 22:48:55.783059,2025-09-07 22:48:55.783059,34,Rua,Cigarro,71,2.09,2025-09,True,32,2025-09-05 22:48:55.783059,Praca,2.088235294117647,Barato,Adulto,8,0.5876929704777254,True,True
USER_0252,Usuario_252,F,58,51+,Social,Bic,Preto,Descartavel,3.73,2024-11-20 22:48:55.783059,2025-02-15 22:48:55.783059,87,Social,Incenso,114,1.31,2025-02,False,0,,N/A,1.3103448275862069,Barato,Maduro,11,0.4274613336445759,False,True
USER_0253,Usuario_253,M,39,36-50,Social,Zippo,Verde,Recarregavel,50.32,2025-07-14 22:48:55.783059,2025-10-19 22:48:55.783059,97,Social,Tabaco,169,1.74,2025-10,False,0,,N/A,1.7422680412371134,Caro,Adulto,7,0.4876228309539153,False,True
USER_0254,Usuario_254,F,59,51+,Esporadico,Bic,Amarelo,Descartavel,2.2,2025-06-26 22:48:55.783059,2025-08-23 22:48:55.783059,58,Casa,Fogao,43,0.74,2025-08,False,0,,N/A,0.7413793103448276,Barato,Maduro,6,0.5759956076186783,True,False
USER_0255,Usuario_255,F,46,36-50,Social,Zippo,Branco,Recarregavel,50.68,2025-06-16 22:48:55.783059,2025-08-27 22:48:55.783059,72,Trabalho,Cigarro,112,1.56,2025-08,True,23,2025-07-09 22:48:55.783059,Cafeteria,1.5555555555555556,Caro,Adulto,6,0.2804717540489177,False,False
USER_0256,Usuario_256,F,64,51+,Pesado,Zippo,Amarelo,Recarregavel,50.04,2025-07-03 22:48:55.783059,2025-09-10 22:48:55.783059,69,Rua,Cigarro,201,2.91,2025-09,False,0,,N/A,2.9130434782608696,Caro,Maduro,7,0.4755134896678606,False,True
USER_0257,Usuario_257,F,27,26-35,Esporadico,Zippo,Vermelho,Recarregavel,51.37,2024-12-02 22:48:55.783059,2025-05-11 22:48:55.783059,160,Trabalho,Vela,132,0.82,2025-05,True,73,2025-02-13 22:48:55.783059,Escritorio,0.825,Caro,Adulto_Jovem,12,0.35065131546592654,False,False
USER_0258,Usuario_258,F,60,51+,Social,Bic,Vermelho,Descartavel,3.83,2024-10-23 22:48:55.783059,2024-11-05 22:48:55.783059,13,Trabalho,Fogao,18,1.38,2024-11,True,2,2024-10-25 22:48:55.783059,Cafeteria,1.3846153846153846,Barato,Maduro,10,0.49389955519222273,False,False
USER_0259,Usuario_259,M,32,26-35,Pesado,Cricket,Amarelo,Descartavel,2.57,2025-03-21 22:48:55.783059,2025-05-21 22:48:55.783059,61,Rua,Cigarro,170,2.79,2025-05,True,28,2025-04-18 22:48:55.783059,Calcada,2.7868852459016393,Barato,Adulto_Jovem,3,0.7268282636476987,True,True
USER_0260,Usuario_260,M,20,18-25,Social,Clipper,Azul,Recarregavel,9.35,2025-01-27 22:48:55.783059,2025-05-24 22:48:55.783059,117,Parque,Fogao,162,1.38,2025-05,False,0,,N/A,1.3846153846153846,Medio,Jovem,1,0.6363749685565206,True,False
USER_0261,Usuario_261,M,21,18-25,Moderado,Bic,Vermelho,Descartavel,2.89,2025-05-08 22:48:55.783059,2025-06-04 22:48:55.783059,27,Casa,Vela,48,1.78,2025-06,False,0,,N/A,1.7777777777777777,Barato,Jovem,5,0.5118898402130765,True,False
USER_0262,Usuario_262,F,49,36-50,Esporadico,Cricket,Amarelo,Descartavel,1.71,2025-07-27 22:48:55.783059,2025-09-08 22:48:55.783059,43,Social,Cigarro,29,0.67,2025-09,False,0,,N/A,0.6744186046511628,Barato,Adulto,7,0.6623464546542669,True,False
USER_0263,Usuario_263,M,39,36-50,Social,Cricket,Prata,Descartavel,2.68,2025-07-26 22:48:55.783059,2025-10-24 22:48:55.783059,90,Casa,Incenso,128,1.42,2025-10,True,23,2025-08-18 22:48:55.783059,Casa,1.4222222222222223,Barato,Adulto,7,0.4071500885093035,False,False
USER_0264,Usuario_264,M,57,51+,Esporadico,Clipper,Vermelho,Recarregavel,8.53,2025-02-13 22:48:55.783059,2025-03-22 22:48:55.783059,37,Trabalho,Fogao,27,0.73,2025-03,True,36,2025-03-21 22:48:55.783059,Trabalho,0.7297297297297297,Medio,Maduro,2,0.642349225395898,True,True
USER_0265,Usuario_265,M,59,51+,Social,Bic,Prata,Descartavel,2.49,2025-01-21 22:48:55.783059,2025-02-13 22:48:55.783059,23,Rua,Outro,32,1.39,2025-02,True,1,2025-01-22 22:48:55.783059,Ponto_onibus,1.391304347826087,Barato,Maduro,1,0.692438861547608,True,True
USER_0266,Usuario_266,M,36,36-50,Social,Zippo,Preto,Recarregavel,49.84,2025-02-04 22:48:55.783059,2025-07-12 22:48:55.783059,158,Casa,Incenso,243,1.54,2025-07,True,157,2025-07-11 22:48:55.783059,Cozinha,1.5379746835443038,Caro,Adulto,2,0.2751366248318919,False,False
USER_0267,Usuario_267,F,41,36-50,Social,Bic,Verde,Descartavel,3.53,2024-09-23 22:48:55.783059,2024-11-24 22:48:55.783059,62,Casa,Fogao,93,1.5,2024-11,True,61,2024-11-23 22:48:55.783059,Cozinha,1.5,Barato,Adulto,9,0.4724619761021723,False,False
USER_0268,Usuario_268,M,46,36-50,Social,Clipper,Vermelho,Recarregavel,9.26,2025-07-23 22:48:55.783059,2025-08-24 22:48:55.783059,32,Casa,Fogao,52,1.62,2025-08,True,12,2025-08-04 22:48:55.783059,Cozinha,1.625,Medio,Adulto,7,0.5197469698622814,True,True
USER_0269,Usuario_269,F,58,51+,Social,Clipper,Branco,Recarregavel,9.21,2025-06-14 22:48:55.783059,2025-06-21 22:48:55.783059,7,Casa,Tabaco,12,1.71,2025-06,True,6,2025-06-20 22:48:55.783059,Sala,1.7142857142857142,Medio,Maduro,6,0.2955704260934101,False,False
USER_0270,Usuario_270,M,57,51+,Nao_fumante,Bic,Azul,Descartavel,3.96,2024-12-07 22:48:55.783059,2025-02-15 22:48:55.783059,70,Casa,Vela,22,0.31,2025-02,True,30,2025-01-06 22:48:55.783059,Cozinha,0.3142857142857143,Barato,Maduro,12,0.4882536737577319,False,False
USER_0271,Usuario_271,F,26,26-35,Pesado,Cricket,Verde,Descartavel,1.21,2024-11-03 22:48:55.783059,2024-12-02 22:48:55.783059,29,Trabalho,Cigarro,89,3.07,2024-12,True,26,2024-11-29 22:48:55.783059,Escritorio,3.0689655172413794,Barato,Adulto_Jovem,11,0.41586530723453946,False,False
USER_0272,Usuario_272,M,54,51+,Moderado,Cricket,Branco,Descartavel,1.34,2025-06-08 22:48:55.783059,2025-09-12 22:48:55.783059,96,Rua,Tabaco,188,1.96,2025-09,True,90,2025-09-06 22:48:55.783059,Praca,1.9583333333333333,Barato,Maduro,6,0.6432891627130115,True,True
USER_0273,Usuario_273,F,54,51+,Social,Cricket,Vermelho,Descartavel,1.95,2025-06-12 22:48:55.783059,2025-06-27 22:48:55.783059,15,Casa,Tabaco,19,1.27,2025-06,True,14,2025-06-26 22:48:55.783059,Quarto,1.2666666666666666,Barato,Maduro,6,0.3646390105008129,False,False
USER_0274,Usuario_274,F,27,26-35,Social,Bic,Azul,Descartavel,3.17,2025-03-13 22:48:55.783059,2025-03-29 22:48:55.783059,16,Festa,Vela,23,1.44,2025-03,True,9,2025-03-22 22:48:55.783059,Evento,1.4375,Barato,Adulto_Jovem,3,0.5932690463804855,True,True
USER_0275,Usuario_275,M,55,51+,Esporadico,Bic,Amarelo,Descartavel,2.54,2025-02-19 22:48:55.783059,2025-03-16 22:48:55.783059,25,Rua,Tabaco,23,0.92,2025-03,True,15,2025-03-06 22:48:55.783059,Calcada,0.92,Barato,Maduro,2,0.7785670428798742,True,True
USER_0276,Usuario_276,F,49,36-50,Esporadico,Bic,Vermelho,Descartavel,3.55,2025-04-08 22:48:55.783059,2025-05-15 22:48:55.783059,37,Casa,Cigarro,28,0.76,2025-05,False,0,,N/A,0.7567567567567568,Barato,Adulto,4,0.4915879633924131,False,True
USER_0277,Usuario_277,M,32,26-35,Social,Bic,Preto,Descartavel,3.57,2025-04-21 22:48:55.783059,2025-06-20 22:48:55.783059,60,Trabalho,Vela,81,1.35,2025-06,False,0,,N/A,1.35,Barato,Adulto_Jovem,4,0.5069061065108718,True,False
USER_0278,Usuario_278,F,19,18-25,Esporadico,Cricket,Verde,Descartavel,1.13,2025-03-11 22:48:55.783059,2025-04-11 22:48:55.783059,31,Casa,Cigarro,21,0.68,2025-04,True,27,2025-04-07 22:48:55.783059,Casa,0.6774193548387096,Barato,Jovem,3,0.5918769338563594,True,True
USER_0279,Usuario_279,M,28,26-35,Pesado,Bic,Verde,Descartavel,2.46,2025-03-01 22:48:55.783059,2025-04-05 22:48:55.783059,35,Parque,Cigarro,113,3.23,2025-04,False,0,,N/A,3.2285714285714286,Barato,Adulto_Jovem,3,0.5844072399433011,True,False
USER_0280,Usuario_280,M,52,51+,Nao_fumante,Zippo,Verde,Recarregavel,50.67,2024-10-11 22:48:55.783059,2025-01-16 22:48:55.783059,97,Casa,Tabaco,28,0.29,2025-01,False,0,,N/A,0.28865979381443296,Caro,Maduro,10,0.32284540031519243,False,True
USER_0281,Usuario_281,F,28,26-35,Nao_fumante,Bic,Verde,Descartavel,3.27,2024-11-06 22:48:55.783059,2024-12-01 22:48:55.783059,25,Rua,Incenso,11,0.44,2024-12,True,9,2024-11-15 22:48:55.783059,Ponto_onibus,0.44,Barato,Adulto_Jovem,11,0.6545663209688752,True,True
USER_0282,Usuario_282,F,39,36-50,Moderado,Clipper,Vermelho,Recarregavel,8.33,2024-12-29 22:48:55.783059,2025-03-19 22:48:55.783059,80,Casa,Tabaco,158,1.98,2025-03,True,59,2025-02-26 22:48:55.783059,Cozinha,1.975,Medio,Adulto,12,0.24816136394717242,False,False
USER_0283,Usuario_283,M,29,26-35,Social,Clipper,Amarelo,Recarregavel,8.57,2025-03-19 22:48:55.783059,2025-06-21 22:48:55.783059,94,Rua,Tabaco,138,1.47,2025-06,False,0,,N/A,1.4680851063829787,Medio,Adulto_Jovem,3,0.6144798237981013,True,False
USER_0284,Usuario_284,F,28,26-35,Social,Zippo,Amarelo,Recarregavel,50.91,2024-10-15 22:48:55.783059,2024-12-23 22:48:55.783059,69,Trabalho,Tabaco,95,1.38,2024-12,False,0,,N/A,1.3768115942028984,Caro,Adulto_Jovem,10,0.27400271096005246,False,True
USER_0285,Usuario_285,M,24,18-25,Social,Generico,Dourado,Descartavel,0.89,2025-03-16 22:48:55.783059,2025-06-15 22:48:55.783059,91,Carro,Cigarro,129,1.42,2025-06,False,0,,N/A,1.4175824175824177,Barato,Jovem,3,0.3711756774602432,False,True
USER_0286,Usuario_286,M,48,36-50,Nao_fumante,Zippo,Prata,Recarregavel,51.05,2025-06-19 22:48:55.783059,2025-11-19 22:48:55.783059,153,Casa,Cigarro,59,0.39,2025-11,True,34,2025-07-23 22:48:55.783059,Cozinha,0.38562091503267976,Caro,Adulto,6,0.30954263358894907,False,False
USER_0287,Usuario_287,F,55,51+,Nao_fumante,Bic,Prata,Descartavel,2.29,2025-07-06 22:48:55.783059,2025-08-19 22:48:55.783059,44,Casa,Tabaco,8,0.18,2025-08,False,0,,N/A,0.18181818181818182,Barato,Maduro,7,0.3752837619235901,False,True
USER_0288,Usuario_288,M,47,36-50,Pesado,Cricket,Vermelho,Descartavel,1.71,2025-01-19 22:48:55.783059,2025-02-05 22:48:55.783059,17,Parque,Cigarro,37,2.18,2025-02,True,2,2025-01-21 22:48:55.783059,Area_verde,2.176470588235294,Barato,Adulto,1,0.537175516612023,True,True
USER_0289,Usuario_289,M,28,26-35,Social,Cricket,Verde,Descartavel,1.96,2025-06-09 22:48:55.783059,2025-07-23 22:48:55.783059,44,Casa,Cigarro,61,1.39,2025-07,False,0,,N/A,1.3863636363636365,Barato,Adulto_Jovem,6,0.5169832498503594,True,False
USER_0290,Usuario_290,M,48,36-50,Moderado,Cricket,Preto,Descartavel,1.56,2025-04-30 22:48:55.783059,2025-05-13 22:48:55.783059,13,Trabalho,Charuto,21,1.62,2025-05,False,0,,N/A,1.6153846153846154,Barato,Adulto,4,0.3828195143890863,False,True
USER_0291,Usuario_291,F,32,26-35,Pesado,Bic,Verde,Descartavel,3.98,2024-10-26 22:48:55.783059,2024-11-19 22:48:55.783059,24,Trabalho,Tabaco,71,2.96,2024-11,False,0,,N/A,2.9583333333333335,Barato,Adulto_Jovem,10,0.357691819679194,False,True
USER_0292,Usuario_292,M,52,51+,Esporadico,Bic,Prata,Descartavel,2.91,2025-04-28 22:48:55.783059,2025-07-03 22:48:55.783059,66,Trabalho,Vela,60,0.91,2025-07,False,0,,N/A,0.9090909090909091,Barato,Maduro,4,0.5954225575664686,True,False
USER_0293,Usuario_293,F,21,18-25,Nao_fumante,Ronson,Verde,Recarregavel,15.82,2025-03-26 22:48:55.783059,2025-10-07 22:48:55.783059,195,Parque,Vela,68,0.35,2025-10,True,150,2025-08-23 22:48:55.783059,Parque,0.3487179487179487,Caro,Jovem,3,0.5980754976287305,True,True
USER_0294,Usuario_294,F,25,18-25,Social,Zippo,Amarelo,Recarregavel,50.25,2024-12-24 22:48:55.783059,2025-06-09 22:48:55.783059,167,Rua,Fogao,244,1.46,2025-06,False,0,,N/A,1.4610778443113772,Caro,Jovem,12,0.6141281874573798,True,False
USER_0295,Usuario_295,F,42,36-50,Pesado,Bic,Verde,Descartavel,3.75,2024-09-29 22:48:55.783059,2024-11-17 22:48:55.783059,49,Bar,Tabaco,163,3.33,2024-11,True,33,2024-11-01 22:48:55.783059,Bar,3.326530612244898,Barato,Adulto,9,0.6004800192010404,True,True
USER_0296,Usuario_296,M,30,26-35,Pesado,Zippo,Preto,Recarregavel,51.4,2025-06-22 22:48:55.783059,2025-10-01 22:48:55.783059,101,Social,Cigarro,287,2.84,2025-10,True,89,2025-09-19 22:48:55.783059,Encontro_amigos,2.8415841584158414,Caro,Adulto_Jovem,6,0.5486068908228157,True,True
USER_0297,Usuario_297,F,19,18-25,Esporadico,Clipper,Amarelo,Recarregavel,9.5,2024-12-21 22:48:55.783059,2025-04-18 22:48:55.783059,118,Casa,Cigarro,91,0.77,2025-04,True,55,2025-02-14 22:48:55.783059,Casa,0.7711864406779662,Medio,Jovem,12,0.4237572253004455,False,False
USER_0298,Usuario_298,F,36,36-50,Social,Ronson,Preto,Recarregavel,16.05,2024-11-08 22:48:55.783059,2025-04-14 22:48:55.783059,157,Casa,Cigarro,233,1.48,2025-04,False,0,,N/A,1.484076433121019,Caro,Adulto,11,0.46860495644850975,False,True
USER_0299,Usuario_299,M,49,36-50,Pesado,Cricket,Amarelo,Descartavel,2.83,2024-11-27 22:48:55.783059,2024-12-28 22:48:55.783059,31,Parque,Cigarro,83,2.68,2024-12,False,0,,N/A,2.6774193548387095,Barato,Adulto,11,0.5443854144920269,True,False
USER_0300,Usuario_300,M,48,36-50,Esporadico,Bic,Verde,Descartavel,3.71,2024-11-11 22:48:55.783059,2024-11-21 22:48:55.783059,10,Casa,Tabaco,7,0.7,2024-11,True,7,2024-11-18 22:48:55.783059,Sala,0.7,Barato,Adulto,11,0.5716903142487331,True,True
USER_0301,Usuario_301,M,34,26-35,Social,Bic,Vermelho,Descartavel,3.7,2025-01-13 22:48:55.783059,2025-02-23 22:48:55.783059,41,Casa,Tabaco,72,1.76,2025-02,False,0,,N/A,1.7560975609756098,Barato,Adulto_Jovem,1,0.479901242421772,False,True
USER_0302,Usuario_302,F,49,36-50,Social,Bic,Vermelho,Descartavel,3.98,2025-03-21 22:48:55.783059,2025-07-02 22:48:55.783059,103,Bar,Cigarro,139,1.35,2025-07,False,0,,N/A,1.3495145631067962,Barato,Adulto,3,0.5925947261235025,True,False
USER_0303,Usuario_303,M,29,26-35,Moderado,Zippo,Vermelho,Recarregavel,49.9,2025-01-31 22:48:55.783059,2025-06-20 22:48:55.783059,140,Casa,Fogao,261,1.86,2025-06,False,0,,N/A,1.8642857142857143,Caro,Adulto_Jovem,1,0.4471048043997005,False,True
USER_0304,Usuario_304,F,20,18-25,Moderado,Zippo,Preto,Recarregavel,51.31,2024-09-26 22:48:55.783059,2024-12-31 22:48:55.783059,96,Social,Tabaco,183,1.91,2024-12,True,53,2024-11-18 22:48:55.783059,Social,1.90625,Caro,Jovem,9,0.4195551273522978,False,False
USER_0305,Usuario_305,M,51,51+,Esporadico,Zippo,Vermelho,Recarregavel,51.32,2024-12-12 22:48:55.783059,2025-05-02 22:48:55.783059,141,Casa,Vela,105,0.74,2025-05,False,0,,N/A,0.7446808510638298,Caro,Maduro,12,0.4009156983863051,False,True
USER_0306,Usuario_306,M,39,36-50,Moderado,Zippo,Vermelho,Recarregavel,50.08,2025-02-06 22:48:55.783059,2025-06-25 22:48:55.783059,139,Casa,Cigarro,283,2.04,2025-06,False,0,,N/A,2.035971223021583,Caro,Adulto,2,0.3255504501094171,False,True
