id_usuario,nome,genero,idade,faixa_idade,perfil_fumante,marca_isqueiro,cor_isqueiro,tipo_isqueiro,preco_compra,data_compra,data_uso,tempo_posse,contexto_uso,proposito_uso,num_ascendimentos,frequencia_uso,mes_ano,perdeu,dias_ate_perda,data_perda,local_perda
USER_0297,Usuario_297,F,19,18-25,Esporadico,Clipper,Amarelo,Recarregavel,9.5,2024-12-21 22:48:55.783059,2025-04-18 22:48:55.783059,118,Casa,Cigarro,91,0.77,2025-04,True,55,2025-02-14 22:48:55.783059,Casa
USER_0298,Usuario_298,F,36,36-50,Social,Ronson,Preto,Recarregavel,16.05,2024-11-08 22:48:55.783059,2025-04-14 22:48:55.783059,157,Casa,Cigarro,233,1.48,2025-04,False,0,,N/A
USER_0299,Usuario_299,M,49,36-50,Pesado,Cricket,Amarelo,Descartavel,2.83,2024-11-27 22:48:55.783059,2024-12-28 22:48:55.783059,31,Parque,Cigarro,83,2.68,2024-12,False,0,,N/A
USER_0300,Usuario_300,M,48,36-50,Esporadico,Bic,Verde,Descartavel,3.71,2024-11-11 22:48:55.783059,2024-11-21 22:48:55.783059,10,Casa,Tabaco,7,0.7,2024-11,True,7,2024-11-18 22:48:55.783059,Sala
USER_0301,Usuario_301,M,34,26-35,Social,Bic,Vermelho,Descartavel,3.7,2025-01-13 22:48:55.783059,2025-02-23 22:48:55.783059,41,Casa,Tabaco,72,1.76,2025-02,False,0,,N/A
USER_0302,Usuario_302,F,49,36-50,Social,Bic,Vermelho,Descartavel,3.98,2025-03-21 22:48:55.783059,2025-07-02 22:48:55.783059,103,Bar,Cigarro,139,1.35,2025-07,False,0,,N/A
USER_0303,Usuario_303,M,29,26-35,Moderado,Zippo,Vermelho,Recarregavel,49.9,2025-01-31 22:48:55.783059,2025-06-20 22:48:55.783059,140,Casa,Fogao,261,1.86,2025-06,False,0,,N/A
USER_0304,Usuario_304,F,20,18-25,Moderado,Zippo,Preto,Recarregavel,51.31,2024-09-26 22:48:55.783059,2024-12-31 22:48:55.783059,96,Social,Tabaco,183,1.91,2024-12,True,53,2024-11-18 22:48:55.783059,Social
USER_0305,Usuario_305,M,51,51+,Esporadico,Zippo,Vermelho,Recarregavel,51.32,2024-12-12 22:48:55.783059,2025-05-02 22:48:55.783059,141,Casa,Vela,105,0.74,2025-05,False,0,,N/A
USER_0306,Usuario_306,M,39,36-50,Moderado,Zippo,Vermelho,Recarregavel,50.08,2025-02-06 22:48:55.783059,2025-06-25 22:48:55.783059,139,Casa,Cigarro,283,2.04,2025-06,False,0,,N/A
USER_0307,Usuario_307,M,60,51+,Moderado,Cricket,Vermelho,Descartavel,2.16,2025-02-12 22:48:55.783059,2025-05-19 22:48:55.783059,96,Bar,Cigarro,210,2.19,2025-05,True,52,2025-04-05 22:48:55.783059,Bar
USER_0308,Usuario_308,F,28,26-35,Esporadico,Bic,Verde,Descartavel,2.15,2024-10-23 22:48:55.783059,2024-12-22 22:48:55.783059,60,Casa,Fogao,37,0.62,2024-12,False,0,,N/A
USER_0309,Usuario_309,F,47,36-50,Esporadico,Bic,Prata,Descartavel,2.35,2025-04-24 22:48:55.783059,2025-07-31 22:48:55.783059,98,Casa,Cigarro,77,0.79,2025-07,False,0,,N/A
USER_0310,Usuario_310,M,39,36-50,Moderado,Clipper,Azul,Recarregavel,7.78,2025-03-17 22:48:55.783059,2025-05-02 22:48:55.783059,46,Trabalho,Cigarro,102,2.22,2025-05,False,0,,N/A
USER_0311,Usuario_311,M,34,26-35,Moderado,Bic,Azul,Descartavel,3.67,2024-12-03 22:48:55.783059,2025-01-21 22:48:55.783059,49,Rua,Tabaco,109,2.22,2025-01,False,0,,N/A
USER_0312,Usuario_312,M,30,26-35,Social,Bic,Branco,Descartavel,2.03,2025-04-01 22:48:55.783059,2025-06-30 22:48:55.783059,90,Trabalho,Camping,114,1.27,2025-06,True,6,2025-04-07 22:48:55.783059,Trabalho
USER_0313,Usuario_313,M,35,26-35,Moderado,Ronson,Amarelo,Recarregavel,14.64,2024-10-30 22:48:55.783059,2025-03-27 22:48:55.783059,148,Casa,Tabaco,297,2.01,2025-03,False,0,,N/A
USER_0314,Usuario_314,F,53,51+,Social,Ronson,Vermelho,Recarregavel,16.13,2025-07-30 22:48:55.783059,2025-12-31 22:48:55.783059,154,Casa,Vela,225,1.46,2025-12,False,0,,N/A
USER_0315,Usuario_315,F,31,26-35,Moderado,Bic,Amarelo,Descartavel,2.36,2025-03-22 22:48:55.783059,2025-06-14 22:48:55.783059,84,Rua,Cigarro,182,2.17,2025-06,False,0,,N/A
USER_0316,Usuario_316,M,20,18-25,Moderado,Clipper,Branco,Recarregavel,8.02,2024-10-31 22:48:55.783059,2025-01-09 22:48:55.783059,70,Bar,Cigarro,160,2.29,2025-01,False,0,,N/A
USER_0317,Usuario_317,F,22,18-25,Esporadico,Zippo,Preto,Recarregavel,51.15,2025-03-08 22:48:55.783059,2025-09-04 22:48:55.783059,180,Bar,Vela,157,0.87,2025-09,True,151,2025-08-06 22:48:55.783059,Restaurante
USER_0318,Usuario_318,F,59,51+,Esporadico,Zippo,Dourado,Recarregavel,50.05,2025-04-06 22:48:55.783059,2025-05-11 22:48:55.783059,35,Casa,Cigarro,25,0.71,2025-05,False,0,,N/A
USER_0319,Usuario_319,F,21,18-25,Moderado,Bic,Dourado,Descartavel,3.34,2025-07-04 22:48:55.783059,2025-07-30 22:48:55.783059,26,Bar,Cigarro,43,1.65,2025-07,False,0,,N/A
USER_0320,Usuario_320,M,29,26-35,Social,Clipper,Azul,Recarregavel,8.11,2025-08-11 22:48:55.783059,2025-09-07 22:48:55.783059,27,Social,Fogao,39,1.44,2025-09,True,24,2025-09-04 22:48:55.783059,Reuniao
USER_0321,Usuario_321,M,27,26-35,Esporadico,Bic,Preto,Descartavel,2.68,2025-01-21 22:48:55.783059,2025-03-07 22:48:55.783059,45,Casa,Cigarro,23,0.51,2025-03,True,21,2025-02-11 22:48:55.783059,Casa
USER_0322,Usuario_322,F,62,51+,Moderado,Bic,Amarelo,Descartavel,3.74,2025-01-15 22:48:55.783059,2025-03-02 22:48:55.783059,46,Rua,Cigarro,109,2.37,2025-03,False,0,,N/A
USER_0323,Usuario_323,M,43,36-50,Nao_fumante,Cricket,Branco,Descartavel,1.61,2025-07-17 22:48:55.783059,2025-09-01 22:48:55.783059,46,Festa,Vela,15,0.33,2025-09,True,27,2025-08-13 22:48:55.783059,Evento
USER_0324,Usuario_324,M,25,18-25,Nao_fumante,Zippo,Amarelo,Recarregavel,49.89,2024-09-28 22:48:55.783059,2025-03-17 22:48:55.783059,170,Bar,Camping,45,0.26,2025-03,True,28,2024-10-26 22:48:55.783059,Restaurante
USER_0325,Usuario_325,M,64,51+,Esporadico,Bic,Dourado,Descartavel,2.66,2024-11-26 22:48:55.783059,2025-03-19 22:48:55.783059,113,Trabalho,Vela,103,0.91,2025-03,False,0,,N/A
USER_0326,Usuario_326,F,36,36-50,Moderado,Bic,Verde,Descartavel,3.52,2025-06-28 22:48:55.783059,2025-07-22 22:48:55.783059,24,Rua,Cigarro,53,2.21,2025-07,True,22,2025-07-20 22:48:55.783059,Praca
USER_0327,Usuario_327,F,62,51+,Moderado,Cricket,Branco,Descartavel,2.28,2025-04-25 22:48:55.783059,2025-08-07 22:48:55.783059,104,Rua,Cigarro,228,2.19,2025-08,True,70,2025-07-04 22:48:55.783059,Praca
USER_0328,Usuario_328,M,32,26-35,Esporadico,Clipper,Vermelho,Recarregavel,7.71,2024-09-21 22:48:55.783059,2024-10-15 22:48:55.783059,24,Casa,Cigarro,21,0.88,2024-10,False,0,,N/A
USER_0329,Usuario_329,M,59,51+,Social,Clipper,Vermelho,Recarregavel,9.45,2025-02-22 22:48:55.783059,2025-04-02 22:48:55.783059,39,Casa,Vela,60,1.54,2025-04,False,0,,N/A
USER_0330,Usuario_330,F,27,26-35,Social,Bic,Azul,Descartavel,3.0,2024-10-02 22:48:55.783059,2024-11-21 22:48:55.783059,50,Casa,Incenso,69,1.38,2024-11,False,0,,N/A
USER_0331,Usuario_331,F,48,36-50,Social,Zippo,Dourado,Recarregavel,50.09,2025-03-16 22:48:55.783059,2025-07-29 22:48:55.783059,135,Rua,Cigarro,216,1.6,2025-07,True,50,2025-05-05 22:48:55.783059,Calcada
USER_0332,Usuario_332,M,62,51+,Pesado,Bic,Branco,Descartavel,3.19,2025-07-18 22:48:55.783059,2025-08-07 22:48:55.783059,20,Casa,Cigarro,57,2.85,2025-08,False,0,,N/A
USER_0333,Usuario_333,M,30,26-35,Social,Clipper,Prata,Recarregavel,7.62,2025-04-12 22:48:55.783059,2025-08-03 22:48:55.783059,113,Casa,Incenso,173,1.53,2025-08,True,90,2025-07-11 22:48:55.783059,Casa
USER_0334,Usuario_334,F,29,26-35,Moderado,Zippo,Azul,Recarregavel,50.75,2025-04-30 22:48:55.783059,2025-06-18 22:48:55.783059,49,Bar,Tabaco,97,1.98,2025-06,True,2,2025-05-02 22:48:55.783059,Balada
USER_0335,Usuario_335,M,31,26-35,Moderado,Cricket,Verde,Descartavel,2.15,2025-01-19 22:48:55.783059,2025-05-06 22:48:55.783059,107,Casa,Tabaco,214,2.0,2025-05,True,58,2025-03-18 22:48:55.783059,Sala
USER_0336,Usuario_336,F,23,18-25,Esporadico,Bic,Amarelo,Descartavel,3.57,2025-04-21 22:48:55.783059,2025-07-30 22:48:55.783059,100,Social,Tabaco,85,0.85,2025-07,True,16,2025-05-07 22:48:55.783059,Reuniao
USER_0337,Usuario_337,M,21,18-25,Moderado,Bic,Prata,Descartavel,2.03,2025-04-02 22:48:55.783059,2025-04-18 22:48:55.783059,16,Trabalho,Cigarro,29,1.81,2025-04,True,12,2025-04-14 22:48:55.783059,Escritorio
USER_0338,Usuario_338,M,64,51+,Social,Bic,Branco,Descartavel,2.8,2024-12-29 22:48:55.783059,2025-03-21 22:48:55.783059,82,Trabalho,Vela,108,1.32,2025-03,True,54,2025-02-21 22:48:55.783059,Trabalho
USER_0339,Usuario_339,M,49,36-50,Esporadico,Generico,Branco,Descartavel,2.3,2025-06-28 22:48:55.783059,2025-09-10 22:48:55.783059,74,Trabalho,Outro,67,0.91,2025-09,True,72,2025-09-08 22:48:55.783059,Cafeteria
USER_0340,Usuario_340,M,37,36-50,Pesado,Bic,Prata,Descartavel,3.97,2024-11-09 22:48:55.783059,2025-02-11 22:48:55.783059,94,Trabalho,Cigarro,250,2.66,2025-02,False,0,,N/A
USER_0341,Usuario_341,M,34,26-35,Social,Ronson,Dourado,Recarregavel,15.13,2025-02-24 22:48:55.783059,2025-08-03 22:48:55.783059,160,Casa,Incenso,251,1.57,2025-08,True,4,2025-02-28 22:48:55.783059,Cozinha
USER_0342,Usuario_342,F,36,36-50,Esporadico,Clipper,Verde,Recarregavel,8.85,2024-12-11 22:48:55.783059,2025-03-17 22:48:55.783059,96,Bar,Cigarro,75,0.78,2025-03,True,42,2025-01-22 22:48:55.783059,Restaurante
USER_0343,Usuario_343,F,43,36-50,Moderado,Bic,Azul,Descartavel,2.17,2025-04-15 22:48:55.783059,2025-08-09 22:48:55.783059,116,Trabalho,Cigarro,209,1.8,2025-08,False,0,,N/A
USER_0344,Usuario_344,M,28,26-35,Pesado,Zippo,Dourado,Recarregavel,50.3,2025-05-04 22:48:55.783059,2025-09-23 22:48:55.783059,142,Parque,Cigarro,433,3.05,2025-09,False,0,,N/A
USER_0345,Usuario_345,F,24,18-25,Social,Zippo,Azul,Recarregavel,50.9,2025-02-03 22:48:55.783059,2025-04-24 22:48:55.783059,80,Casa,Cigarro,138,1.73,2025-04,False,0,,N/A
USER_0346,Usuario_346,F,21,18-25,Moderado,Cricket,Amarelo,Descartavel,1.61,2025-04-19 22:48:55.783059,2025-06-07 22:48:55.783059,49,Festa,Cigarro,84,1.71,2025-06,True,19,2025-05-08 22:48:55.783059,Casa_amigo
USER_0347,Usuario_347,F,31,26-35,Moderado,Clipper,Azul,Recarregavel,7.71,2025-05-12 22:48:55.783059,2025-06-15 22:48:55.783059,34,Rua,Cigarro,71,2.09,2025-06,True,7,2025-05-19 22:48:55.783059,Ponto_onibus
USER_0348,Usuario_348,M,35,26-35,Moderado,Bic,Azul,Descartavel,3.2,2025-07-19 22:48:55.783059,2025-11-02 22:48:55.783059,106,Casa,Tabaco,231,2.18,2025-11,True,4,2025-07-23 22:48:55.783059,Cozinha
USER_0349,Usuario_349,F,43,36-50,Moderado,Bic,Preto,Descartavel,3.74,2025-07-04 22:48:55.783059,2025-07-16 22:48:55.783059,12,Trabalho,Cigarro,22,1.83,2025-07,False,0,,N/A
USER_0350,Usuario_350,F,35,26-35,Moderado,Ronson,Branco,Recarregavel,14.8,2025-03-22 22:48:55.783059,2025-05-21 22:48:55.783059,60,Social,Tabaco,123,2.05,2025-05,False,0,,N/A
USER_0351,Usuario_351,F,47,36-50,Pesado,Zippo,Vermelho,Recarregavel,51.33,2025-07-05 22:48:55.783059,2025-08-21 22:48:55.783059,47,Bar,Cigarro,134,2.85,2025-08,False,0,,N/A
USER_0352,Usuario_352,F,62,51+,Moderado,Clipper,Dourado,Recarregavel,8.31,2024-12-26 22:48:55.783059,2025-01-17 22:48:55.783059,22,Parque,Fogao,47,2.14,2025-01,True,9,2025-01-04 22:48:55.783059,Praca
USER_0353,Usuario_353,M,29,26-35,Esporadico,Bic,Amarelo,Descartavel,2.7,2025-06-01 22:48:55.783059,2025-07-27 22:48:55.783059,56,Casa,Fogao,36,0.64,2025-07,False,0,,N/A
USER_0354,Usuario_354,F,48,36-50,Esporadico,Cricket,Preto,Descartavel,1.53,2024-12-23 22:48:55.783059,2025-03-30 22:48:55.783059,97,Social,Vela,61,0.63,2025-03,True,85,2025-03-18 22:48:55.783059,Reuniao
USER_0355,Usuario_355,M,33,26-35,Esporadico,Bic,Dourado,Descartavel,2.44,2025-01-13 22:48:55.783059,2025-03-07 22:48:55.783059,53,Casa,Incenso,44,0.83,2025-03,False,0,,N/A
USER_0356,Usuario_356,F,27,26-35,Social,Zippo,Prata,Recarregavel,50.38,2025-06-09 22:48:55.783059,2025-10-08 22:48:55.783059,121,Casa,Fogao,171,1.41,2025-10,False,0,,N/A
USER_0357,Usuario_357,M,25,18-25,Moderado,Bic,Prata,Descartavel,3.01,2024-12-10 22:48:55.783059,2025-02-19 22:48:55.783059,71,Trabalho,Vela,120,1.69,2025-02,False,0,,N/A
USER_0358,Usuario_358,M,24,18-25,Pesado,Bic,Azul,Descartavel,3.81,2025-01-07 22:48:55.783059,2025-04-22 22:48:55.783059,105,Trabalho,Cigarro,312,2.97,2025-04,True,50,2025-02-26 22:48:55.783059,Escritorio
USER_0359,Usuario_359,M,43,36-50,Esporadico,Clipper,Vermelho,Recarregavel,8.22,2025-03-06 22:48:55.783059,2025-03-16 22:48:55.783059,10,Trabalho,Incenso,6,0.6,2025-03,True,9,2025-03-15 22:48:55.783059,Escritorio
USER_0360,Usuario_360,F,63,51+,Nao_fumante,Bic,Preto,Descartavel,3.2,2025-06-23 22:48:55.783059,2025-08-14 22:48:55.783059,52,Casa,Cigarro,10,0.19,2025-08,False,0,,N/A
USER_0361,Usuario_361,F,19,18-25,Social,Bic,Prata,Descartavel,3.84,2025-01-08 22:48:55.783059,2025-05-03 22:48:55.783059,115,Carro,Tabaco,167,1.45,2025-05,False,0,,N/A
USER_0362,Usuario_362,F,62,51+,Moderado,Zippo,Branco,Recarregavel,50.98,2025-04-18 22:48:55.783059,2025-10-15 22:48:55.783059,180,Bar,Cigarro,379,2.11,2025-10,False,0,,N/A
USER_0363,Usuario_363,F,54,51+,Social,Bic,Branco,Descartavel,2.92,2025-07-07 22:48:55.783059,2025-09-26 22:48:55.783059,81,Casa,Incenso,125,1.54,2025-09,False,0,,N/A
USER_0364,Usuario_364,M,63,51+,Pesado,Cricket,Amarelo,Descartavel,2.76,2025-05-06 22:48:55.783059,2025-08-03 22:48:55.783059,89,Trabalho,Cigarro,260,2.92,2025-08,True,18,2025-05-24 22:48:55.783059,Cafeteria
USER_0365,Usuario_365,M,50,36-50,Social,Bic,Branco,Descartavel,3.14,2024-12-13 22:48:55.783059,2025-04-11 22:48:55.783059,119,Casa,Cigarro,193,1.62,2025-04,False,0,,N/A
USER_0366,Usuario_366,M,26,26-35,Esporadico,Zippo,Verde,Recarregavel,50.97,2025-01-06 22:48:55.783059,2025-03-21 22:48:55.783059,74,Casa,Vela,59,0.8,2025-03,False,0,,N/A
USER_0367,Usuario_367,M,19,18-25,Moderado,Bic,Amarelo,Descartavel,3.82,2024-10-24 22:48:55.783059,2024-11-03 22:48:55.783059,10,Trabalho,Cigarro,29,2.9,2024-11,False,0,,N/A
USER_0368,Usuario_368,M,41,36-50,Social,Ronson,Vermelho,Recarregavel,15.05,2025-01-20 22:48:55.783059,2025-05-18 22:48:55.783059,118,Bar,Incenso,170,1.44,2025-05,True,73,2025-04-03 22:48:55.783059,Bar
USER_0369,Usuario_369,F,36,36-50,Moderado,Bic,Dourado,Descartavel,2.49,2024-10-20 22:48:55.783059,2025-01-21 22:48:55.783059,93,Rua,Tabaco,188,2.02,2025-01,True,39,2024-11-28 22:48:55.783059,Calcada
USER_0370,Usuario_370,F,27,26-35,Social,Bic,Vermelho,Descartavel,2.03,2025-08-11 22:48:55.783059,2025-11-18 22:48:55.783059,99,Social,Cigarro,155,1.57,2025-11,True,52,2025-10-02 22:48:55.783059,Encontro_amigos
USER_0371,Usuario_371,M,22,18-25,Social,Clipper,Preto,Recarregavel,9.13,2025-06-03 22:48:55.783059,2025-07-19 22:48:55.783059,46,Casa,Incenso,75,1.63,2025-07,True,9,2025-06-12 22:48:55.783059,Quarto
USER_0372,Usuario_372,M,28,26-35,Moderado,Bic,Verde,Descartavel,2.42,2025-02-04 22:48:55.783059,2025-02-20 22:48:55.783059,16,Casa,Cigarro,29,1.81,2025-02,False,0,,N/A
USER_0373,Usuario_373,F,40,36-50,Social,Cricket,Verde,Descartavel,2.87,2025-04-10 22:48:55.783059,2025-07-13 22:48:55.783059,94,Trabalho,Charuto,151,1.61,2025-07,True,81,2025-06-30 22:48:55.783059,Escritorio
USER_0374,Usuario_374,F,42,36-50,Esporadico,Clipper,Preto,Recarregavel,8.95,2025-03-30 22:48:55.783059,2025-05-31 22:48:55.783059,62,Casa,Incenso,41,0.66,2025-05,False,0,,N/A
USER_0375,Usuario_375,F,36,36-50,Social,Ronson,Dourado,Recarregavel,16.32,2025-08-06 22:48:55.783059,2025-09-19 22:48:55.783059,44,Festa,Vela,76,1.73,2025-09,True,25,2025-08-31 22:48:55.783059,Churrasco
USER_0376,Usuario_376,M,57,51+,Esporadico,Bic,Dourado,Descartavel,3.62,2024-10-28 22:48:55.783059,2024-11-18 22:48:55.783059,21,Parque,Fogao,14,0.67,2024-11,True,18,2024-11-15 22:48:55.783059,Area_verde
USER_0377,Usuario_377,F,46,36-50,Moderado,Bic,Amarelo,Descartavel,3.29,2024-10-12 22:48:55.783059,2025-02-08 22:48:55.783059,119,Casa,Cigarro,229,1.92,2025-02,False,0,,N/A
USER_0378,Usuario_378,F,38,36-50,Social,Bic,Branco,Descartavel,3.62,2025-06-19 22:48:55.783059,2025-10-13 22:48:55.783059,116,Casa,Incenso,167,1.44,2025-10,False,0,,N/A
USER_0379,Usuario_379,F,21,18-25,Social,Clipper,Verde,Recarregavel,7.61,2025-06-26 22:48:55.783059,2025-07-01 22:48:55.783059,5,Casa,Fogao,9,1.8,2025-07,False,0,,N/A
USER_0380,Usuario_380,F,64,51+,Pesado,Cricket,Prata,Descartavel,2.41,2025-07-30 22:48:55.783059,2025-09-03 22:48:55.783059,35,Casa,Tabaco,92,2.63,2025-09,False,0,,N/A
USER_0381,Usuario_381,F,32,26-35,Pesado,Bic,Preto,Descartavel,3.26,2025-06-07 22:48:55.783059,2025-08-29 22:48:55.783059,83,Rua,Cigarro,239,2.88,2025-08,True,13,2025-06-20 22:48:55.783059,Na_rua
USER_0382,Usuario_382,F,32,26-35,Moderado,Bic,Preto,Descartavel,2.33,2025-03-27 22:48:55.783059,2025-04-25 22:48:55.783059,29,Bar,Cigarro,52,1.79,2025-04,True,21,2025-04-17 22:48:55.783059,Bar
USER_0383,Usuario_383,M,39,36-50,Moderado,Cricket,Preto,Descartavel,2.35,2025-06-16 22:48:55.783059,2025-09-08 22:48:55.783059,84,Trabalho,Cigarro,158,1.88,2025-09,False,0,,N/A
USER_0384,Usuario_384,M,42,36-50,Social,Ronson,Dourado,Recarregavel,15.25,2025-02-28 22:48:55.783059,2025-09-15 22:48:55.783059,199,Social,Fogao,283,1.42,2025-09,False,0,,N/A
USER_0385,Usuario_385,M,46,36-50,Pesado,Bic,Preto,Descartavel,3.45,2024-12-22 22:48:55.783059,2024-12-27 22:48:55.783059,5,Rua,Cigarro,10,2.0,2024-12,False,0,,N/A
USER_0386,Usuario_386,F,59,51+,Pesado,Bic,Amarelo,Descartavel,2.22,2025-07-03 22:48:55.783059,2025-10-02 22:48:55.783059,91,Bar,Cigarro,286,3.14,2025-10,True,43,2025-08-15 22:48:55.783059,Balada
USER_0387,Usuario_387,M,59,51+,Esporadico,Cricket,Amarelo,Descartavel,1.02,2025-05-24 22:48:55.783059,2025-09-03 22:48:55.783059,102,Rua,Outro,89,0.87,2025-09,False,0,,N/A
USER_0388,Usuario_388,M,46,36-50,Esporadico,Bic,Branco,Descartavel,2.65,2025-07-11 22:48:55.783059,2025-09-04 22:48:55.783059,55,Social,Cigarro,35,0.64,2025-09,False,0,,N/A
USER_0389,Usuario_389,F,41,36-50,Social,Bic,Amarelo,Descartavel,3.11,2025-07-29 22:48:55.783059,2025-11-09 22:48:55.783059,103,Festa,Fogao,149,1.45,2025-11,False,0,,N/A
USER_0390,Usuario_390,F,51,51+,Esporadico,Bic,Preto,Descartavel,2.6,2025-06-16 22:48:55.783059,2025-07-28 22:48:55.783059,42,Trabalho,Cigarro,30,0.71,2025-07,False,0,,N/A
USER_0391,Usuario_391,M,61,51+,Pesado,Cricket,Azul,Descartavel,2.64,2025-04-02 22:48:55.783059,2025-05-13 22:48:55.783059,41,Bar,Cigarro,111,2.71,2025-05,True,40,2025-05-12 22:48:55.783059,Restaurante
USER_0392,Usuario_392,F,45,36-50,Esporadico,Ronson,Branco,Recarregavel,14.53,2025-03-22 22:48:55.783059,2025-05-13 22:48:55.783059,52,Festa,Fogao,42,0.81,2025-05,True,32,2025-04-23 22:48:55.783059,Evento
USER_0393,Usuario_393,F,27,26-35,Moderado,Zippo,Vermelho,Recarregavel,51.09,2025-07-01 22:48:55.783059,2025-11-12 22:48:55.783059,134,Trabalho,Cigarro,275,2.05,2025-11,False,0,,N/A
USER_0394,Usuario_394,M,50,36-50,Pesado,Bic,Prata,Descartavel,2.52,2024-10-13 22:48:55.783059,2024-11-12 22:48:55.783059,30,Social,Cigarro,97,3.23,2024-11,False,0,,N/A
USER_0395,Usuario_395,F,50,36-50,Social,Clipper,Dourado,Recarregavel,9.05,2025-02-17 22:48:55.783059,2025-03-28 22:48:55.783059,39,Casa,Camping,61,1.56,2025-03,False,0,,N/A
USER_0396,Usuario_396,M,49,36-50,Social,Ronson,Azul,Recarregavel,15.17,2025-06-13 22:48:55.783059,2025-07-18 22:48:55.783059,35,Rua,Fogao,49,1.4,2025-07,True,17,2025-06-30 22:48:55.783059,Na_rua
USER_0397,Usuario_397,F,64,51+,Moderado,Clipper,Dourado,Recarregavel,8.67,2024-10-18 22:48:55.783059,2024-11-06 22:48:55.783059,19,Casa,Cigarro,43,2.26,2024-11,False,0,,N/A
USER_0398,Usuario_398,M,53,51+,Social,Zippo,Azul,Recarregavel,50.87,2025-06-21 22:48:55.783059,2025-10-02 22:48:55.783059,103,Casa,Tabaco,163,1.58,2025-10,False,0,,N/A
USER_0399,Usuario_399,F,50,36-50,Pesado,Ronson,Preto,Recarregavel,15.29,2025-07-31 22:48:55.783059,2026-01-13 22:48:55.783059,166,Trabalho,Cigarro,488,2.94,2026-01,False,0,,N/A
USER_0400,Usuario_400,M,38,36-50,Social,Bic,Preto,Descartavel,3.07,2025-06-17 22:48:55.783059,2025-08-02 22:48:55.783059,46,Casa,Vela,60,1.3,2025-08,False,0,,N/A
USER_0401,Usuario_401,M,21,18-25,Nao_fumante,Cricket,Dourado,Descartavel,2.16,2025-01-02 22:48:55.783059,2025-01-15 22:48:55.783059,13,Casa,Incenso,4,0.31,2025-01,True,1,2025-01-03 22:48:55.783059,Quarto
USER_0402,Usuario_402,F,20,18-25,Moderado,Ronson,Azul,Recarregavel,15.1,2024-12-01 22:48:55.783059,2025-03-03 22:48:55.783059,92,Parque,Camping,193,2.1,2025-03,False,0,,N/A
USER_0403,Usuario_403,F,24,18-25,Moderado,Clipper,Dourado,Recarregavel,9.19,2025-07-31 22:48:55.783059,2025-08-05 22:48:55.783059,5,Bar,Cigarro,3,0.6,2025-08,False,0,,N/A
USER_0404,Usuario_404,F,23,18-25,Social,Bic,Azul,Descartavel,2.44,2025-02-17 22:48:55.783059,2025-05-22 22:48:55.783059,94,Casa,Vela,144,1.53,2025-05,True,68,2025-04-26 22:48:55.783059,Casa
USER_0405,Usuario_405,F,28,26-35,Social,Cricket,Azul,Descartavel,2.8,2024-10-30 22:48:55.783059,2024-12-06 22:48:55.783059,37,Casa,Cigarro,60,1.62,2024-12,True,36,2024-12-05 22:48:55.783059,Sala
USER_0406,Usuario_406,F,59,51+,Nao_fumante,Bic,Prata,Descartavel,2.78,2025-07-17 22:48:55.783059,2025-07-23 22:48:55.783059,6,Trabalho,Incenso,1,0.17,2025-07,False,0,,N/A
USER_0407,Usuario_407,F,53,51+,Social,Bic,Vermelho,Descartavel,3.3,2025-01-28 22:48:55.783059,2025-04-19 22:48:55.783059,81,Casa,Fogao,138,1.7,2025-04,False,0,,N/A
USER_0408,Usuario_408,M,57,51+,Social,Ronson,Amarelo,Recarregavel,14.91,2024-11-08 22:48:55.783059,2025-03-24 22:48:55.783059,136,Trabalho,Tabaco,180,1.32,2025-03,False,0,,N/A
USER_0409,Usuario_409,M,40,36-50,Esporadico,Bic,Branco,Descartavel,2.39,2024-10-03 22:48:55.783059,2024-11-02 22:48:55.783059,30,Rua,Fogao,12,0.4,2024-11,True,3,2024-10-06 22:48:55.783059,Calcada
USER_0410,Usuario_410,F,31,26-35,Social,Bic,Prata,Descartavel,2.52,2025-03-04 22:48:55.783059,2025-03-18 22:48:55.783059,14,Casa,Vela,24,1.71,2025-03,False,0,,N/A
USER_0411,Usuario_411,F,59,51+,Moderado,Zippo,Amarelo,Recarregavel,51.3,2025-04-01 22:48:55.783059,2025-05-19 22:48:55.783059,48,Trabalho,Cigarro,113,2.35,2025-05,False,0,,N/A
USER_0412,Usuario_412,M,29,26-35,Social,Clipper,Branco,Recarregavel,7.77,2025-05-02 22:48:55.783059,2025-05-16 22:48:55.783059,14,Trabalho,Vela,26,1.86,2025-05,True,6,2025-05-08 22:48:55.783059,Trabalho
USER_0413,Usuario_413,M,39,36-50,Social,Bic,Prata,Descartavel,3.79,2025-01-29 22:48:55.783059,2025-02-11 22:48:55.783059,13,Casa,Vela,17,1.31,2025-02,True,7,2025-02-05 22:48:55.783059,Quarto
USER_0414,Usuario_414,F,23,18-25,Social,Cricket,Dourado,Descartavel,1.65,2025-01-14 22:48:55.783059,2025-03-31 22:48:55.783059,76,Casa,Vela,109,1.43,2025-03,True,18,2025-02-01 22:48:55.783059,Sala
USER_0415,Usuario_415,F,49,36-50,Esporadico,Bic,Preto,Descartavel,3.01,2025-03-15 22:48:55.783059,2025-04-30 22:48:55.783059,46,Casa,Cigarro,25,0.54,2025-04,True,23,2025-04-07 22:48:55.783059,Casa
